IDNO,State,Class,Name,Population,Lat,Long
117,AR120-04,village,Clementia,,-37.5247675,160.684253
118,AR120-04,village,Jinter,,-37.682628,160.7587764
119,AR120-04,village,Parlynn,,-37.7028029,160.7915898
120,AR120-04,hamlet,Blue Throuth,,-37.6823693,160.7157731
121,AR120-04,village,Henderston Bridge,,-37.5978705,160.7799359
122,AR120-04,village,Dalmeny,,-37.7266179,160.7711476
123,AR120-04,village,Cape Morrisson,,-37.6346843,160.8642038
124,AR120-04,village,Hammermill,,-37.5324283,160.8669216
125,AR120-04,village,De Winter,,-37.8005336,160.3565821
126,AR120-04,village,Buck,,-37.7667403,160.2767408
127,AR120-04,village,Elford,,-37.8020913,160.1945257
128,AR120-04,village,North Grover,,-37.671219,160.1811898
129,AR120-04,village,Springs Chapel,,-37.6269813,160.0985006
130,AR120-04,hamlet,Arnell,,-37.6241572,160.2248561
131,AR120-04,hamlet,Vanderbrook,,-37.6869958,159.8520613
132,AR120-04,hamlet,Rebeccaville,,-37.6587896,159.7711417
133,AR120-04,town,Swordfish Bay,,-37.6578423,161.2121586
134,AR120-04,city,Aerwinya,,-37.7874081,161.0333276
135,AR120-04,town,Loine,,-37.5673301,161.3508035
136,AR120-04,village,Leary Junction,,-37.8749619,161.1076323
137,AR120-04,village,Savoy Beach,,-37.8574498,161.0929403
138,AR120-04,village,Guisery Bay,,-37.8619646,161.0529539
139,AR120-04,village,Palm Beach Bay,,-37.8659247,161.0188339
140,AR120-04,village,Tadorna,,-37.6425137,161.1459993
141,AR120-04,hamlet,Bongards Forge,,-37.688036,161.1455653
142,AR120-04,village,Praddly,,-37.8181072,161.1581942
143,AR120-04,village,Sparrowsfield,,-37.7413895,160.8074385
144,AR120-04,village,Peppermint Cross,,-37.5911172,161.0440077
145,AR120-04,village,Earlsbridge,,-37.5717495,161.1440879
146,AR120-04,village,Raven,,-37.6971837,160.864613
147,AR120-04,town,Ardentic Garden,,-37.791751,160.8198577
148,AR120-04,village,Great Vlayby,,-37.843276,160.8975007
149,AR120-04,village,Handson Marshland,,-37.7959911,160.8755952
150,AR120-04,village,Little Vlayby,,-37.8330122,160.854008
151,AR120-04,village,Tournay Cross,,-37.6983973,161.0678476
152,AR120-04,village,Savoy,,-37.8678449,161.0867877
153,AR120-04,village,Sireen Beach,,-37.5126672,161.3978959
154,AR120-04,village,Lower Red Fox Village,,-37.5527023,161.1969155
155,AR120-04,village,Jondarry,,-37.6168228,161.2625144
156,AR120-04,village,Rye Valley,,-37.636718,161.029236
157,AR120-04,village,Linley Beach,,-37.806341,160.9688319
158,AR120-04,village,Noblehaym,,-37.7581015,160.9057806
159,AR120-04,village,Shoreham,,-37.7635564,161.170582
160,AR120-04,village,Naquamooqua,,-37.5406146,161.2748152
161,AR120-04,village,Riverbow,,-37.5893659,161.2287977
162,AR120-04,village,Stowfield,,-37.7055444,160.9961014
163,AR120-04,village,Willingham,,-37.7493822,161.1152161
164,AR120-04,village,Hawkins,,-37.6529445,160.9399176
165,AR120-04,village,Ilgyn Lake,,-37.7289318,160.9528928
166,AR120-04,village,Travers,,-37.7494447,160.9962704
167,AR120-04,village,Swan Island,,-37.780707,160.739145
168,AR120-04,hamlet,Sparrow Beach,,-37.7605567,160.7463861
169,AR120-04,village,Outer Vlayby,,-37.8763439,160.9162386
170,AR120-04,village,Sparrow Bridge,,-37.7235227,160.8535908
171,AR120-04,village,Findald,,-37.749546,160.8556155
172,AR120-04,village,DelaHaye,,-37.671356,160.9050778
173,AR120-04,village,Upper Red Fox Village,,-37.5353163,161.1742018
174,AR120-04,hamlet,Panther Cross,,-37.7114232,160.904845
175,AR120-04,village,Collins,,-37.7617214,160.9758143
176,AR120-04,village,Bel Air Hill,,-37.7758535,160.9599306
177,AR120-04,hamlet,Oregano Point,,-37.6878679,160.9548094
178,AR120-04,village,Port Helen,,-37.5998362,161.287535
179,AR120-04,hamlet,Silverlake,,-37.6896569,160.9313703
180,AR120-04,village,Dolphin Beach,,-37.6822793,161.2299268
181,AR120-04,village,North Grepply,,-37.696647,161.216049
182,AR120-04,village,South Grepply,,-37.7287465,161.2078736
183,AR120-04,village,Silent Beach,,-37.897396,161.0117962
184,AR120-04,village,Angel Bay,,-37.9225672,161.0780429
185,AR120-04,village,South Theodore,,-37.8763464,161.0588664
186,AR120-04,village,Rabbit Beach,,-37.8502344,161.1379909
187,AR120-04,village,Tamarisco,,-37.843975,161.1105842
188,AR120-04,village,Albatros Island,,-37.532487,161.3966081
189,AR120-04,village,Loine Beach,,-37.5716448,161.363413
190,AR120-04,village,Green,,-37.6035502,161.33841
191,AR120-04,village,Southby,,-37.6584513,161.2993156
192,AR120-04,village,Hyyl,,-37.6791101,161.2691481
193,AR120-04,village,Santers,,-37.8411972,161.1998257
194,AR120-04,village,Leary Beach,,-37.8495377,161.1609457
195,AR120-04,village,Long Island Village,,-37.7310536,161.2461068
196,AR120-04,village,Svatakooma,,-37.8081712,161.1929145
197,AR120-04,village,Naquootemena,,-37.8512816,161.1925302
198,AR120-04,village,Dune Church,,-37.8935074,161.1378301
199,AR120-04,village,Awaunagesook,,-37.7679723,161.1343596
200,AR120-04,village,Linley Mill,,-37.7955885,160.946477
201,AR120-04,village,Crofton,,-37.6610972,161.0575279
202,AR120-04,village,Unclay,,-37.673128,161.1349408
203,AR120-04,village,Reeds,,-37.5059385,159.9523973
204,AR120-04,hamlet,Doma,,-37.5686016,159.803343
205,AR120-04,village,Reeds,,-37.5059385,159.9523973
206,AR120-04,hamlet,Doma,,-37.5686016,159.803343
207,AR120-04,hamlet,Westcott,,-37.601427,159.7894639
208,AR120-04,town,Archibald,,-37.5385299,159.878422
209,AR120-04,hamlet,Colburn,,-37.5641268,159.9285639
210,AR120-05,city,Anne Abbey,461283,-38.2598572,159.1227928
211,AR120-05,town,Hoyt,,-37.8113987,158.1023919
212,AR120-05,city,Rivertown,261422,-38.0262749,159.4191715
213,AR120-05,town,Marsh Bank,,-38.012314,159.2847258
214,AR120-05,village,Oyster Field,,-38.0541772,159.3580051
215,AR120-05,hamlet,Sloan Junction,,-38.0024111,159.3560866
216,AR120-05,village,Sumner,,-37.981011,159.3138264
217,AR120-05,village,Blanche's Ferry,,-38.2984903,159.1085322
218,AR120-05,hamlet,Sumner Crossing,,-37.9764118,159.291034
219,AR120-05,town,Cat Creek,,-37.9100436,159.2713121
220,AR120-05,village,Frankmont,,-38.0788837,159.0787767
221,AR120-05,village,Pine Manor,,-37.9525691,159.1599333
222,AR120-05,village,Terry Crossroads,,-38.2857734,159.0541001
223,AR120-05,village,Lenox,,-38.297052,158.930304
224,AR120-05,village,Farrington,,-38.224641,158.9668411
225,AR120-05,town,Johnsontown,,-38.0171659,159.1442638
226,AR120-05,village,Victoria,,-37.7875705,159.3988833
227,AR120-05,town,Lake Hewitt,,-37.5375845,159.188354
228,AR120-05,village,Heline,,-37.9927267,158.1591086
229,AR120-05,town,Huger,,-37.8936211,158.5148044
230,AR120-05,hamlet,Walter Swamp,,-38.1648881,158.8409489
231,AR120-05,town,Arnoldville,,-38.0402923,158.6822641
232,AR120-05,village,Wayne,,-37.9585172,158.4237702
233,AR120-05,village,Pennington Oaks,,-37.8933396,159.1622307
234,AR120-05,village,Dennis Hill,,-37.8092976,158.1394266
235,AR120-05,village,Highland,,-37.9693482,158.3210346
236,AR120-05,village,Hollis Bend,,-37.8588836,158.2132262
237,AR120-05,village,Lee,,-37.7882001,158.5121584
238,AR120-05,town,Wesley,,-37.5532451,158.5495913
239,AR120-05,hamlet,South Lake,,-37.629271,159.0403853
240,AR120-05,town,Shackelford,,-37.7431793,159.3035582
241,AR120-05,village,Stanton,,-37.622266,159.280455
242,AR120-05,town,Hobb's Corner,,-37.8314415,158.8420761
243,AR120-05,village,New Bridge,,-37.8209745,159.3000016
244,AR120-05,village,Grodski,,-37.9333382,158.8953375
245,AR120-05,village,Woodrow,,-38.2006064,158.8727666
246,AR120-05,village,Davidson Chapel,,-38.1773219,158.9732368
247,AR120-05,village,Henderson,,-37.6551499,158.5032748
248,AR120-05,hamlet,Cabin,,-37.6863335,159.3234461
249,AR120-05,village,Lewis,,-37.9893646,158.2232737
250,AR120-05,village,Five Points,,-37.9370435,159.2161229
251,AR120-05,hamlet,Anthony,,-37.8964246,159.013254
252,AR120-05,village,New Dexter,,-38.1517319,159.0617108
253,AR120-05,village,Bethune Station,,-37.9889926,158.5702872
254,AR120-05,hamlet,Nills,,-37.9198071,158.7670179
255,AR120-05,hamlet,Hassell,,-37.9941081,158.7692106
256,AR120-05,village,Dogwood Garden,,-38.0849886,158.7342721
257,AR120-05,village,Rylance,,-37.8592309,159.0214455
258,AR120-05,village,Ryder Creek,,-37.6154212,158.3184814
259,AR120-05,village,Todd's Market,,-37.6748896,158.194212
260,AR120-05,village,Wilke,,-37.7478978,158.1955182
261,AR120-05,village,Butler,,-37.7460654,158.1266069
262,AR120-05,town,Beverly Shores,,-38.0787752,158.1972188
263,AR120-05,village,Freebury,,-37.7063429,158.0269575
264,AR120-05,village,Morgan Creek,,-37.6034712,158.1709814
265,AR120-05,town,Hillsboro,,-37.5258433,158.1390953
266,AR120-05,village,Hillsboro Station,,-37.533671,158.1851005
267,AR120-05,village,Chadwell,,-37.6090768,158.1166774
268,AR120-05,village,Capitol Heights,,-37.6644334,158.099699
269,AR120-05,village,Adlington,,-37.8372082,158.9206588
270,AR120-05,village,Rabon,,-38.2067831,158.7164676
271,AR120-05,village,Freebury Landing,,-37.7098293,158.011449
272,AR120-05,village,Fairfield,,-37.8315437,158.2810325
273,AR120-05,village,Pine,,-37.5612315,159.2516434
274,AR120-05,hamlet,Oswaltson,,-37.9738891,158.6576709
275,AR120-05,hamlet,Paddock,,-37.8532292,158.4247774
276,AR120-05,hamlet,Castle's Dairy,,-38.0257425,158.3436727
277,AR120-05,hamlet,South Bethune,,-38.0356279,158.4679663
278,AR120-05,hamlet,Hoyle,,-37.8398677,158.4817274
279,AR120-05,hamlet,Maxton,,-37.6269848,159.3726191
280,AR120-05,hamlet,Lancrombe,,-37.9896479,158.9223111
281,AR120-05,hamlet,Bluegill Mound,,-38.0662539,158.4115595
282,AR120-05,hamlet,Fox,,-37.7755995,158.282513
283,AR120-05,hamlet,Bakersfield,,-37.6112568,158.4307694
284,AR120-05,hamlet,Woodley Chapel,,-37.7580264,158.3523631
285,AR120-05,hamlet,Moose Lake,,-37.9331637,158.3299291
286,AR120-05,hamlet,Gordons Corner,,-37.5916979,158.5863697
287,AR120-05,village,West Arnoldville,,-38.0224484,158.6412585
288,AR120-05,hamlet,Lee's Chapel,,-37.7411617,158.8922918
289,AR120-05,city,Cape Stockton,,-38.2071674,159.3521745
290,AR120-05,city,Oleana,218457,-38.5596138,159.1144029
291,AR120-05,city,Gibson,,-38.5501791,158.5473139
292,AR120-05,village,Avery's Corner,,-37.6120597,158.1359258
293,AR120-05,village,Wolcott,,-38.5681288,159.0825399
294,AR120-05,town,Clifton,41622,-38.5253052,159.0051927
295,AR120-05,village,Oyster Bay,2381,-38.1388848,159.4765924
296,AR120-05,town,Mansfield,,-38.7198047,158.4678268
297,AR120-05,town,Shermansville,,-38.7652603,158.3624267
298,AR120-05,town,Edithsburg,,-38.7843311,158.2019233
299,AR120-05,town,Bellington,,-38.6534778,158.5323435
300,AR120-05,town,Whitestone Falls,,-38.7558234,158.4688566
301,AR120-05,town,North Stony Fork,,-38.7980788,158.4275292
302,AR120-05,city,Calsum,,-38.2565383,159.1730137
303,AR120-05,village,Saydom Village,1217,-38.6612383,158.5292453
304,AR120-05,village,North Bellington,,-38.6182691,158.5320285
305,AR120-05,village,Merriweather Point,,-38.1265077,159.4694535
306,AR120-05,village,Okwahnea,,-38.5978663,158.3672366
307,AR120-05,village,Langley,,-38.2534272,159.2037003
308,AR120-05,town,Segar,,-38.5957152,159.0156889
309,AR120-05,village,Southside Beach,,-38.5971404,159.1200455
310,AR120-05,town,Chapel Beach,,-38.7711361,159.2083876
311,AR120-05,town,Landen,,-38.7952581,159.1389789
312,AR120-05,town,Stanton,,-38.7452695,158.9750776
313,AR120-05,town,Brunswick,,-38.762215,159.1451591
314,AR120-05,town,Southwick,,-38.7997447,159.0713639
315,AR120-05,town,Wearhead,,-38.8014162,158.9333121
316,AR120-05,town,Blaney,,-38.7403391,159.0402092
317,AR120-05,town,Adlerhearth,,-38.6754204,158.985011
318,AR120-05,town,Newman,11426,-38.7937892,159.2029551
319,AR120-05,town,West Dellings,,-38.7254139,159.1017851
320,AR120-05,town,Wallace,,-38.6437766,159.0971005
321,AR120-05,town,Ardentic Beach,,-38.6807959,159.0978907
322,AR120-05,town,Newlynn,,-38.5306891,158.8557442
323,AR120-05,town,Brookfield,,-38.5415942,158.7113722
324,AR120-05,town,Dellings,,-38.7149256,159.1278898
325,AR120-05,town,Sampson Beach,,-38.745432,159.1678521
326,AR120-05,hamlet,Chapel Point,,-38.7759059,159.2207717
327,AR120-05,village,Westover,726,-38.4727338,159.0851518
328,AR120-05,village,Horsehead Point,,-38.4443548,159.1415661
329,AR120-05,town,Steigundorf,,-38.6670684,158.653201
330,AR120-05,village,Danielson Point,,-38.7709493,159.182194
331,AR120-05,town,Sandbourne,,-38.3163704,159.3056941
332,AR120-05,city,Brimsborough,34000,-38.6116658,158.8445299
333,AR120-05,town,Douganstown,,-38.4214556,159.2296556
334,Whitestone,town,Elkhart,,-39.0040681,158.2781814
335,Whitestone,town,Sanagget,"5,363",-39.0849072,159.7394051
336,Whitestone,town,Stonewood,"7,204",-39.1897999,159.6621518
337,Whitestone,town,Carmel,"11,542",-39.2205955,159.8250937
338,Whitestone,town,Annaberg,"8,624",-39.0136383,159.5418237
339,Whitestone,town,New Winburgh,21571,-39.0724248,159.6137101
340,Whitestone,city,Eveleigh,314381,-39.0179046,158.9901989
341,Whitestone,village,Sea Pines,"3,812",-39.2336465,159.8070271
342,Whitestone,village,Mountainside,732,-39.0007244,158.2540825
343,Whitestone,city,Simmons,,-39.0185051,159.4901044
344,Whitestone,town,Dreydentown,,-38.8196457,159.322119
345,Whitestone,village,West Valley,,-39.1768542,159.5848686
346,Whitestone,hamlet,Arion,,-39.1687836,159.5337274
347,Whitestone,village,North Stonewood,,-39.1820411,159.6605504
348,Whitestone,village,College Hill,,-39.1851812,159.6379911
349,Whitestone,hamlet,Powerville,,-39.2288318,159.4695414
350,Whitestone,hamlet,State Line,,-39.2926468,159.4343885
351,Whitestone,town,Melbury,,-39.0338378,159.2944153
352,Whitestone,hamlet,Sillionville,,-38.9089546,159.0089902
353,Whitestone,hamlet,Mount Pyre,,-38.9119816,158.9840707
354,Whitestone,town,Rockwood,,-39.1191261,158.9766424
355,Whitestone,village,Hypatia,,-39.060183,158.9321708
356,Whitestone,village,Wilstone,,-39.0596165,158.9394235
357,Whitestone,village,Seal Cove,,-39.0681134,158.962469
358,Whitestone,town,Preston,,-39.0624884,158.919358
359,Whitestone,hamlet,Wallaceville,,-39.0822616,159.2110506
360,Whitestone,town,Carolsville,,-39.0637705,159.2251634
361,Whitestone,village,Upper Hypatia,,-39.0483714,158.9357736
362,Whitestone,town,Lionsfield,,-39.0200478,159.0880691
363,Whitestone,village,LeMoyne,,-38.9764973,158.4091435
364,Whitestone,village,Murray Lake Village,,-38.9552415,158.371663
365,Whitestone,town,Stony Fork,"11,000",-38.812854,158.4253566
366,Whitestone,hamlet,Jenkins Corner,,-38.8336579,159.3149081
367,Whitestone,hamlet,Jurgensenville,,-39.1933853,159.3762674
368,Whitestone,village,East Townsend,,-39.2574265,159.4298608
369,Whitestone,hamlet,Kingwood,,-39.2261218,159.4089118
370,Whitestone,village,Townsend,,-39.2807683,159.395723
371,Whitestone,hamlet,Snake Hill,,-39.244359,159.5104561
372,Whitestone,town,Brine,"5,363",-38.8994221,159.5661083
373,Whitestone,town,Ardentis,,-39.175278,159.7987474
374,Whitestone,village,Winburgh Shores,,-39.0499041,159.7247259
375,Whitestone,village,Tannequat Cedars,,-39.0251632,159.7118301
376,Whitestone,village,Tannequat Crest,,-39.0035202,159.7024161
377,Whitestone,town,Tannequat,"5,363",-38.9527939,159.67843
378,Whitestone,village,Camelback Crest,,-39.1192724,159.7636709
379,Whitestone,village,Stonewood Light,,-39.1443805,159.7748903
380,Whitestone,village,Seaford,,-39.1979013,159.8110352
381,Ruppacke,city,Ardentic Beach,,-39.3732508,159.9961071
382,Ruppacke,city,Hammond,,-39.5511122,159.2599135
383,Ruppacke,town,Earneston,,-39.5460158,160.0547464
384,Ruppacke,village,Kopposh,2281,-39.6161522,159.9577617
385,Ruppacke,village,Brenslaw,,-39.6434288,160.0655329
386,Ruppacke,village,Alma,,-39.7023662,160.0342798
387,Ruppacke,village,Coxsteed,,-40.6652747,158.2669827
388,Ruppacke,town,Venora,,-40.7072705,158.562369
389,Ruppacke,village,Rossbury,,-40.618252,158.4326356
390,Ruppacke,village,Montueg,,-40.5670237,158.2594292
391,Ruppacke,town,Junecastle,,-39.5353759,159.9229504
392,Ruppacke,town,Cedarville,,-39.4521005,159.7812077
393,Ruppacke,town,Nunnamog,,-39.4075496,159.916391
394,Ruppacke,town,Dunchurch,,-39.4931788,159.7936533
395,Ruppacke,village,Glen Elmore,,-40.8401048,158.5671833
396,Ruppacke,town,Strumfax,,-39.6313409,159.7666165
397,Ruppacke,town,Colevale,,-40.094246,158.557571
398,Ruppacke,village,Ukeho,,-40.3486369,158.2868951
399,Ruppacke,village,Joves Pass,,-40.1830696,158.6151116
400,Ruppacke,village,Dewneck,,-40.2884303,158.3905791
401,Ruppacke,town,Childan,,-39.5231104,159.7425835
402,Ruppacke,town,Deiterra,,-39.5855817,159.6423333
403,Ruppacke,town,Ambrose,,-39.7491032,159.6194594
404,Ruppacke,village,Landrye,,-39.6374214,159.0737901
405,Ruppacke,town,Paucksville,,-39.6797111,159.3814073
406,Ruppacke,village,Fortitude,,-39.3517544,159.3945401
407,Ruppacke,town,Innoupin,,-39.5166833,159.4714054
408,Ruppacke,town,Chauseg,,-39.4070188,159.1500085
409,Ruppacke,village,Cauwaih,,-39.9764623,158.6049413
410,Ruppacke,village,Robinsvale,,-39.5425225,158.8875234
411,Ruppacke,hamlet,Cliffonier Cross,,-39.5189925,158.9046866
412,Ruppacke,village,Cohen City,,-40.2666901,157.7169796
413,Ruppacke,town,Roosville,,-40.2839779,157.9799649
414,Ruppacke,village,Ennis,,-39.5468901,158.9558189
415,Ruppacke,village,Whiteadder,,-40.4019932,158.8811871
416,Ruppacke,town,Friartown,,-40.3301882,158.6199187
417,Ruppacke,village,Poolswich,,-40.1936922,158.956375
418,Ruppacke,village,Dulcie,,-40.1349221,158.2883548
419,Ruppacke,village,Casimere,,-39.796403,158.6594867
420,Ruppacke,village,Saint Halle,,-39.8735162,158.4607886
421,Ruppacke,town,Ruppstadt,,-39.7665889,158.8338086
422,Ruppacke,village,Lenseter,,-39.8847923,158.6321242
423,Ruppacke,town,Mawville,,-40.5322628,158.6299607
424,Ruppacke,town,Quespen,,-40.4594866,158.6487576
425,Ruppacke,city,Welhamtown,,-39.5853206,158.3677435
426,Ruppacke,village,Pretton,,-39.9750152,158.1188391
427,Ruppacke,town,Anneshire,,-39.7198624,158.2827745
428,Ruppacke,town,Darnelle City,,-39.6403304,158.4946057
429,Ruppacke,town,Falchester,,-39.5746008,158.7902067
430,Ruppacke,village,Houltina,,-39.5456174,158.9471051
431,Ruppacke,village,Newhittie,,-39.498345,158.6534785
432,Ruppacke,town,Meades,,-39.3905704,158.9059063
433,Ruppacke,town,Cadence,,-39.4226684,158.4554671
434,Ruppacke,village,Leyland Beach,,-39.648873,160.2393937
435,Ruppacke,city,Batelyn,,-40.5851476,158.6612892
436,Ruppacke,town,Kennerville,,-39.3406697,159.1355889
437,Ruppacke,village,Overknoll,,-39.708969,159.2257111
438,Ruppacke,town,Bundy,,-39.410103,159.8042106
439,Ruppacke,village,Musket,,-39.4967555,159.9024868
440,Ruppacke,hamlet,State Line,,-39.2926468,159.4343885
441,Ruppacke,hamlet,Sageminster,,-39.3196235,159.4743636
442,Ruppacke,village,Shrewster,,-40.4611182,158.3100117
443,Ruppacke,town,Suestal,,-40.4764639,158.8928601
444,Ruppacke,town,Ruidhall,,-40.2610577,158.9189958
445,Ruppacke,hamlet,Granule,,-39.7273232,159.4602227
446,Ruppacke,city,Franzhafen,,-39.5105338,159.8362583
447,Ruppacke,village,Romford,,-39.5056798,159.8845267
448,Ruppacke,village,Caddy Bottom,,-39.5213978,159.8784864
449,Ruppacke,village,Luciusville,,-39.5291024,159.8703432
450,Ruppacke,city,Fallsbury,250000,-39.3886468,159.5147035
451,Ruppacke,town,Portulia Beach,,-39.2776705,159.8835059
452,Ardelia,town,Bostonoia,,-37.7194628,157.701371
